channel_id,titulo,descricao,data_criacao,pais,inscritos,inscritos_ocultos,total_videos,visualizacoes_canal,handle
UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,"O seu portal de notícias. Tudo sobre política, saúde, justiça, comportamento, entretenimento. Confira os fatos relevantes do país e do mundo em tempo real.",2015-08-24T20:28:54Z,BR,3310000,False,43073,1189193552,MetrópolesTV
